Tweet #,Angry,Bored,Excited,Fear,Happy,Negative,Neutral,Positive,Sad,Sarcastic
1415,0.228292151,0.483561351,0.066965595,0.093358972,0.046255597,0.704,0.253,0.043,0.081566335,0.494170605
1416,0.21627145,0.244689577,0.119165484,0.185464403,0.029769585,0.326,0.552,0.122,0.204639501,0.679092725
1417,0.271716583,0.088978211,0.258063111,0.168795298,0.119116546,0.552,0.342,0.106,0.093330251,0.372890005
1418,0.134012364,0.065353642,0.016086208,0.128732677,0.038168134,0.973,0.024,0.004,0.617646976,0.403576609
1419,0.247259751,0.185101657,0.110185686,0.232102605,0.042484896,0.772,0.194,0.034,0.182865406,0.652230132
1420,0.218086458,0.137728135,0.113707309,0.137924506,0.128001953,0.626,0.235,0.139,0.264551639,0.385089635
1421,0.394678198,0.06963724,0.057347776,0.181931767,0.04782604,0.811,0.17,0.019,0.24857898,0.538398047
1422,0.404898552,0.100598262,0.029619194,0.146336278,0.01795801,0.982,0.016,0.002,0.300589705,0.536129008
1423,0.134721318,0.062358692,0.223466183,0.280201323,0.169820715,0.197,0.491,0.312,0.12943177,0.407332697
1424,0.283510507,0.092272092,0.056411214,0.203792516,0.037304082,0.82,0.16,0.02,0.32670959,0.633443774
1425,0.23314873,0.023429522,0.162490537,0.201707738,0.096686938,0.747,0.173,0.08,0.282536534,0.586864014
1426,0.387256457,0.123304577,0.118975344,0.129412702,0.091687079,0.637,0.245,0.118,0.149363841,0.616661802
1427,0.056067175,0.066888019,0.155854557,0.199617839,0.177930603,0.185,0.528,0.287,0.343641807,0.495864459
1428,0.36231189,0.035196371,0.11910592,0.194591458,0.139816561,0.873,0.114,0.013,0.148977801,0.506758148
1429,0.13729382,0.095708122,0.197228316,0.163164675,0.323045059,0.678,0.231,0.091,0.083560009,0.730945394
1430,0.103240201,0.022512385,0.434237688,0.148417148,0.253653093,0.039,0.483,0.478,0.037939484,0.29125789
1431,0.323651278,0.054722358,0.14997439,0.277339584,0.071998286,0.806,0.157,0.038,0.122314104,0.367835292
1432,0.661390049,0.086957413,0.03679056,0.074774468,0.024878352,0.904,0.074,0.022,0.115209158,0.663790284
1433,0.488226148,0.123941362,0.060564091,0.115196428,0.037485654,0.889,0.089,0.022,0.174586316,0.683501917
1434,0.089433004,0.395822873,0.124994799,0.206261471,0.021709023,0.656,0.305,0.039,0.161778831,0.678357424
1435,0.288911601,0.073215432,0.081016518,0.189708029,0.04253984,0.704,0.231,0.065,0.324608581,0.635392464
1436,0.423166661,0.087964117,0.110716896,0.172959867,0.04877189,0.909,0.061,0.031,0.15642057,0.497562277
1437,0.110377631,0.03406495,0.169422766,0.334930074,0.137991545,0.534,0.361,0.105,0.213213035,0.544701478
1438,0.252414357,0.130552412,0.107430582,0.254519026,0.05387203,0.36,0.455,0.184,0.201211594,0.604775309
1439,0.320311447,0.071585147,0.2120342,0.143909967,0.117077811,0.463,0.189,0.348,0.135081429,0.515459281
1440,0.214816988,0.092937843,0.152857566,0.201736626,0.115055191,0.604,0.257,0.14,0.222595787,0.650836618
1441,0.314732326,0.058313053,0.081753425,0.263342341,0.048019122,0.9,0.07,0.03,0.233839733,0.697431586
1442,0.309121665,0.057733103,0.22625667,0.079248318,0.259706802,0.501,0.172,0.327,0.067933443,0.225574346
1443,0.304040791,0.109786849,0.104671657,0.154085122,0.090453063,0.879,0.093,0.028,0.236962517,0.742218812
1444,0.435610378,0.039205067,0.094107027,0.238471811,0.067299188,0.955,0.04,0.005,0.125306528,0.541972874
1445,0.475274931,0.171811145,0.058105591,0.08444645,0.097795077,0.886,0.101,0.013,0.112566807,0.70224897
1446,0.168901291,0.120401725,0.273658429,0.200901113,0.122554349,0.352,0.378,0.27,0.113583094,0.477651399
1447,0.233539721,0.111913847,0.176087536,0.070362845,0.24822772,0.622,0.158,0.22,0.15986833,0.392035966
1448,0.609059574,0.066264599,0.092057349,0.086757666,0.061046262,0.789,0.187,0.023,0.084814551,0.49765503
1449,0.116449028,0.062610381,0.241355047,0.342483714,0.106455254,0.405,0.516,0.08,0.130646576,0.610515847
1450,0.142780541,0.040509023,0.28406671,0.119902771,0.145477457,0.907,0.081,0.012,0.267263499,0.328952454
1451,0.560650514,0.134636445,0.034979251,0.098161126,0.036469315,0.969,0.025,0.006,0.13510335,0.496512115
1452,0.182183213,0.068370153,0.17403663,0.200534114,0.247638779,0.245,0.555,0.2,0.127237111,0.681624373
1453,0.357338621,0.166375378,0.055625734,0.125270623,0.037068728,0.666,0.303,0.031,0.258320915,0.70238277
1454,0.10863226,0.01355888,0.072070822,0.191119088,0.161462629,0.531,0.406,0.063,0.453156322,0.309547938
1455,0.34643991,0.317305443,0.036977996,0.066142986,0.147209038,0.321,0.62,0.059,0.085924627,0.457123218
1456,0.303107582,0.062307256,0.161677243,0.198463918,0.141230197,0.336,0.442,0.222,0.133213805,0.429772196
1457,0.270980922,0.067124647,0.096944898,0.290596522,0.075631808,0.579,0.362,0.059,0.198721203,0.62526409
1458,0.463189722,0.157282268,0.058603635,0.086371829,0.105634537,0.889,0.094,0.017,0.128918009,0.694457224
1459,0.345031209,0.149382099,0.122004647,0.113520496,0.120507565,0.71,0.238,0.053,0.149553985,0.481071872
1460,0.074276421,0.217014103,0.184355809,0.166856962,0.211415747,0.31,0.428,0.261,0.146080958,0.531892166
1461,0.303968069,0.07188758,0.120660051,0.172440722,0.088738577,0.827,0.145,0.027,0.242305,0.544569658
1462,0.155550548,0.096583057,0.281686049,0.166674543,0.171291737,0.398,0.427,0.175,0.128214067,0.387028313
1463,0.207370348,0,0.25542285,0.161434087,0.213657927,0.15,0.383,0.467,0.162114788,0.313130779
1464,0.140924167,0.028707344,0.35050811,0.060286511,0.380882778,0.08,0.543,0.377,0.038691091,0.135716049
1465,0.421658194,0.03504972,0.044313175,0.140882077,0.032901588,0.919,0.065,0.016,0.325195246,0.529620212
1466,0.143208735,0.035681383,0.30061541,0.169134782,0.214004302,0.22,0.291,0.489,0.137355389,0.428017375
1467,0.170237583,0.130128801,0.238102607,0.150372977,0.260231265,0.415,0.095,0.49,0.050926767,0.329581608
1468,0.119575009,0.256572119,0.151765832,0.23081163,0.028833993,0.328,0.481,0.192,0.212441417,0.56837124
1469,0.52792167,0.133523469,0.058502846,0.135295639,0.04003177,0.571,0.285,0.144,0.104724606,0.507267655
1470,0.443610507,0.071603974,0.099997431,0.126220936,0.059847287,0.882,0.096,0.023,0.198719866,0.457536466
1471,0.292540184,0.06500313,0.09020651,0.235566707,0.04692154,0.712,0.245,0.043,0.26976193,0.506596246
1472,0.12483289,0.097247972,0.170634743,0.282835047,0.130178909,0.371,0.417,0.212,0.19427044,0.55841441
1473,0.286096062,0.289589469,0.062067714,0.131728601,0.051083162,0.957,0.033,0.01,0.179434993,0.648527629
1474,0.17996577,0.09414915,0.127040596,0.304515463,0.065121522,0.494,0.346,0.16,0.2292075,0.678809261
1475,0.182780259,0.02004435,0.359199671,0.106946073,0.287494709,0.123,0.395,0.481,0.043534939,0.179103408
1476,0.535312188,0.062552435,0.064105523,0.160984665,0.042043845,0.789,0.192,0.02,0.135001344,0.331237284
1477,0.152091775,0.373124143,0.077709297,0.150146833,0.046124321,0.753,0.192,0.056,0.200803631,0.74784331
1478,0.293972099,0.050706319,0.137273458,0.15961998,0.125169411,0.602,0.177,0.221,0.233258734,0.578534433
1479,0.163550321,0.148932005,0.231607363,0.191726607,0.107450729,0.435,0.343,0.222,0.156732975,0.601711307
1480,0.5898263,0.091647724,0.071092807,0.103231094,0.028919346,0.833,0.13,0.037,0.11528273,0.371431617
1481,0.280638846,0.182450067,0.185008614,0.114011562,0.105575202,0.678,0.242,0.08,0.132315709,0.529078669
1482,0.192859598,0.036585344,0.167010185,0.205697541,0.209894241,0.405,0.401,0.193,0.187953089,0.683444577
1483,0.56489008,0.089080701,0.062190389,0.122908813,0.046817727,0.836,0.137,0.027,0.114112291,0.587120834
1484,0.51357294,0.106902234,0.07115113,0.117035175,0.079120962,0.793,0.155,0.052,0.112217559,0.627984262
1485,0.071667161,0.035426605,0.067256578,0.217550009,0.060435909,0.703,0.253,0.044,0.547663739,0.466644062
1486,0.470512188,0.051443187,0.138328864,0.098079664,0.157461839,0.637,0.222,0.141,0.084174258,0.344336959
1487,0.385276029,0.040377401,0.112819223,0.225982154,0.052105478,0.838,0.131,0.032,0.183439715,0.571430961
1488,0.237468156,0.299879237,0.087393132,0.1696241,0.045660231,0.716,0.234,0.05,0.159975144,0.628712064
1489,0.18693099,0.052198512,0.100476154,0.293476983,0.025999709,0.702,0.267,0.03,0.340917652,0.766262847
1490,0.117200786,0.113572511,0.11069386,0.247990591,0.067698367,0.664,0.279,0.057,0.342843886,0.677912373
1491,0.108819903,0.39855578,0.112687172,0.200983114,0.033367543,0.536,0.357,0.107,0.145586488,0.584342958
1492,0.478109007,0.047530718,0.059860061,0.111368669,0.059574383,0.896,0.091,0.013,0.243557162,0.501018454
1493,0.314186738,0.069909408,0.184698021,0.173720537,0.103431068,0.388,0.366,0.246,0.154054228,0.509048309
1494,0.630759706,0.066170711,0.05237677,0.078033664,0.070327007,0.809,0.166,0.026,0.102332142,0.658788107
1495,0.188218521,0.395614166,0.152658485,0.080123557,0.125642595,0.634,0.234,0.132,0.057742677,0.497985402
1496,0.364380365,0.194433184,0.072780006,0.111693879,0.067159122,0.857,0.104,0.039,0.189553444,0.75268511
1497,0.383622673,0.243486948,0.075913885,0.103581838,0.0611129,0.93,0.061,0.009,0.132281757,0.737509484
1498,0.119371794,0.069586384,0.247090427,0.094180479,0.331969926,0.319,0.426,0.255,0.137800989,0.436930175
1499,0.49117369,0.156591615,0.059856643,0.089686031,0.043273185,0.895,0.087,0.018,0.159418836,0.65796583
1500,0.193134494,0.088925592,0.126381518,0.264846248,0.095036314,0.331,0.545,0.124,0.231675834,0.729131172
